FFT Dimension (GHz),Theta (°),Phi (°),FFT( Gain phi ),FFT( Gain theta )
0.056292728,270.000001,0,-0.049282033,-0.830774844
0.056663076,270.000001,0,-0.286351532,-5.00561142
0.057033424,270.000001,0,0.0802661926,1.45792186
0.057403768,270.000001,0,0.0397534259,0.75779587
0.057774116,270.000001,0,0.0307172723,0.624359369
0.058144464,270.000001,0,0.0299134497,0.660056174
0.058514808,270.000001,0,0.0360616818,0.87702179
0.058885156,270.000001,0,0.0597919896,1.61661792
0.059255504,270.000001,0,0.352316588,10.5962057
0.059625852,270.000001,0,-0.0914260373,-3.03867674
0.059996196,270.000001,0,-0.0460438654,-1.67201149
0.060366544,270.000001,0,-0.0364276581,-1.42609787
0.060736892,270.000001,0,-0.0366637148,-1.52783227
0.061107236,270.000001,0,-0.0462100543,-2.02938437
0.061477584,270.000001,0,-0.0827417523,-3.80786967
0.061847932,270.000001,0,-1.06909847,-51.5375099
0.06221828,270.000001,0,0.109225452,5.54293299
0.062588624,270.000001,0,0.0637305081,3.4369092
0.062958972,270.000001,0,0.0592395253,3.43518257
0.06332932,270.000001,0,0.0822865888,5.18891001
0.063699668,270.000001,0,0.412169904,28.4930191
0.064070012,270.000001,0,-0.100523934,-7.64268398
0.06444036,270.000001,0,-0.0460404642,-3.84321642
0.064810708,270.000001,0,-0.0338634364,-3.08675098
0.065181052,270.000001,0,-0.0325930007,-3.22035289
0.0655514,270.000001,0,-0.0421989262,-4.48573637
0.065921748,270.000001,0,-0.117436916,-13.3498106
0.066292096,270.000001,0,0.0738606453,8.94797134
0.06666244,270.000001,0,0.0250280034,3.23067975
0.067032788,270.000001,0,0.0148307905,2.0462718
0.067403136,270.000001,0,0.0108303102,1.60691893
0.06777348,270.000001,0,0.00897123199,1.44246459
0.068143832,270.000001,0,0.00813594181,1.42859638
0.068514176,270.000001,0,0.00788788218,1.52172685
0.06888452,270.000001,0,0.00797026884,1.69492805
0.069254872,270.000001,0,0.0081073232,1.90108907
0.069625216,270.000001,0,0.00794994086,2.0514648
0.06999556,270.000001,0,0.00724582048,2.05088282
0.070365912,270.000001,0,0.00609405944,1.88541961
0.070736256,270.000001,0,0.00484516146,1.6340239
0.071106608,270.000001,0,0.00377253559,1.38468564
0.071476952,270.000001,0,0.00295906817,1.18183208
0.071847296,270.000001,0,0.00237908354,1.03504992
0.072217648,270.000001,0,0.00197858643,0.93952775
0.072587992,270.000001,0,0.00170834421,0.887415648
0.072958336,270.000001,0,0.00153068115,0.871615946
0.073328688,270.000001,0,0.0014168896,0.88565731
0.073699032,270.000001,0,0.00134325272,0.922202587
0.074069376,270.000001,0,0.00128785591,0.97104156
0.074439728,270.000001,0,0.00123049086,1.01846266
0.074810072,270.000001,0,0.00115572452,1.04931617
0.075180416,270.000001,0,0.00105797593,1.05261517
0.075550768,270.000001,0,0.000943286112,1.0267123
0.075921112,270.000001,0,0.000824947841,0.979463935
0.076291464,270.000001,0,0.000716259761,0.923338234
0.076661808,270.000001,0,0.000625812332,0.870023966
0.077032152,270.000001,0,0.000556825835,0.827749074
0.077402504,270.000001,0,0.00050873257,0.801188111
0.077772848,270.000001,0,0.000478832488,0.792273343
0.078143192,270.000001,0,0.000463413715,0.800902188
0.078513544,270.000001,0,0.000458204304,0.825128317
0.078883888,270.000001,0,0.000458544324,0.860885203
0.079254232,270.000001,0,0.000459708652,0.901828468
0.079624584,270.000001,0,0.000457550719,0.939910889
0.079994928,270.000001,0,0.000449491286,0.967134953
0.08036528,270.000001,0,0.000435310329,0.9781937
0.080735624,270.000001,0,0.000417124509,0.972461402
0.081105968,270.000001,0,0.000398340897,0.953964472
0.08147632,270.000001,0,0.000382307946,0.929553807
0.081846664,270.000001,0,0.000371340866,0.906521499
0.082217008,270.000001,0,0.000366450055,0.890995026
0.08258736,270.000001,0,0.000367502769,0.887259007
0.082957704,270.000001,0,0.000373513962,0.897616804
0.083328048,270.000001,0,0.00038289174,0.922384501
0.0836984,270.000001,0,0.000393641618,0.959764183
0.084068744,270.000001,0,0.000403553218,1.00569332
0.084439096,270.000001,0,0.000410545908,1.05404139
0.08480944,270.000001,0,0.000413116737,1.09760523
0.085179784,270.000001,0,0.000410797977,1.12995899
0.085550136,270.000001,0,0.00040431018,1.14755511
0.08592048,270.000001,0,0.000395290175,1.15090859
0.086290824,270.000001,0,0.000385665713,1.14425159
0.086661176,270.000001,0,0.000377047865,1.13392401
0.08703152,270.000001,0,0.000370377529,1.12658334
0.087401864,270.000001,0,0.00036586693,1.12786138
0.087772216,270.000001,0,0.000363118306,1.14165664
0.08814256,270.000001,0,0.000361283222,1.16976583
0.088512912,270.000001,0,0.000359248457,1.21165955
0.088883256,270.000001,0,0.000355817523,1.26430559
0.0892536,270.000001,0,0.000349924841,1.32228065
0.089623952,270.000001,0,0.000340898318,1.3785342
0.089994296,270.000001,0,0.000328662019,1.42595279
0.09036464,270.000001,0,0.000313789409,1.45937645
0.090734992,270.000001,0,0.000297319988,1.47716248
0.091105336,270.000001,0,0.000280432898,1.48150718
0.09147568,270.000001,0,0.000264109287,1.47745144
0.091846032,270.000001,0,0.000248947006,1.4712323
0.092216376,270.000001,0,0.00023512535,1.4687227
0.092586728,270.000001,0,0.000222495975,1.47434103
0.092957072,270.000001,0,0.000210697821,1.49041271
0.093327416,270.000001,0,0.000199274611,1.51677418
0.093697768,270.000001,0,0.000187780417,1.55059886
0.094068112,270.000001,0,0.00017587388,1.58652961
0.094438456,270.000001,0,0.00016340446,1.6173954
0.094808808,270.000001,0,0.000150458829,1.63565624
0.095179152,270.000001,0,0.000137356066,1.63527918
0.095549496,270.000001,0,0.000124571641,1.61331332
0.095919848,270.000001,0,0.000112623777,1.57045043
0.096290192,270.000001,0,0.000101981306,1.51036096
0.096660536,270.000001,0,9.30111783e-05,1.43830419
0.097030888,270.000001,0,8.59920183e-05,1.35972917
0.097401232,270.000001,0,8.11544814e-05,1.27934468
0.097771584,270.000001,0,7.8737874e-05,1.20074141
0.098141928,270.000001,0,7.90325212e-05,1.12641108
0.098512272,270.000001,0,8.24116069e-05,1.05797732
0.098882624,270.000001,0,8.93436154e-05,0.996477485
0.099252968,270.000001,0,0.000100388643,0.942624867
0.099623312,270.000001,0,0.000116164418,0.897014737
0.099993664,270.000001,0,0.000137275681,0.860264838
0.100364008,270.000001,0,0.000164184385,0.833077908
0.100734352,270.000001,0,0.00019701189,0.816201866
0.101104704,270.000001,0,0.00023528593,0.810260952
0.101475048,270.000001,0,0.000277697865,0.815455675
0.1018454,270.000001,0,0.000322028674,0.831191659
0.102215744,270.000001,0,0.000365402258,0.855808556
0.102586088,270.000001,0,0.000404966675,0.886657357
0.10295644,270.000001,0,0.000438770512,0.920635641
0.103326784,270.000001,0,0.000466408936,0.955011725
0.103697128,270.000001,0,0.000489055063,0.988141
0.10406748,270.000001,0,0.000508881349,1.01971686
0.104437824,270.000001,0,0.00052821252,1.05054975
0.104808168,270.000001,0,0.000548766111,1.08206868
0.10517852,270.000001,0,0.000571157434,1.11578977
0.105548864,270.000001,0,0.000594720594,1.15286863
0.105919216,270.000001,0,0.000617588172,1.19379151
0.10628956,270.000001,0,0.0006370747,1.2382257
0.106659904,270.000001,0,0.000650338363,1.28508222
0.107030256,270.000001,0,0.000655187876,1.33281076
0.1074006,270.000001,0,0.000650776085,1.37987685
0.107770944,270.000001,0,0.000637871679,1.42526221
0.108141296,270.000001,0,0.000618580147,1.4687922
0.10851164,270.000001,0,0.000595638412,1.51115644
0.108881984,270.000001,0,0.000571622862,1.55367827
0.109252336,270.000001,0,0.000548355747,1.59795475
0.10962268,270.000001,0,0.000526622345,1.64548421
0.109993032,270.000001,0,0.000506216777,1.69738626
0.110363376,270.000001,0,0.000486213336,1.75421417
0.11073372,270.000001,0,0.000465381716,1.81588161
0.111104072,270.000001,0,0.000442638295,1.88172233
0.111474416,270.000001,0,0.000417436473,1.95064974
0.11184476,270.000001,0,0.00038997829,2.0214088
0.112215112,270.000001,0,0.000361195998,2.09283781
0.112585456,270.000001,0,0.000332521449,2.16408396
0.1129558,270.000001,0,0.000305536581,2.23469901
0.113326152,270.000001,0,0.000281627406,2.30461383
0.113696496,270.000001,0,0.000261746405,2.37403893
0.114066848,270.000001,0,0.000246315874,2.44330645
0.114437192,270.000001,0,0.000235262502,2.51274729
0.114807536,270.000001,0,0.000228136108,2.58258557
0.115177888,270.000001,0,0.000224265881,2.65288758
0.115548232,270.000001,0,0.000222916191,2.72353458
0.115918576,270.000001,0,0.000223419236,2.79423881
0.116288928,270.000001,0,0.00022526567,2.86456203
0.116659272,270.000001,0,0.000228149249,2.93394947
0.117029616,270.000001,0,0.000231965387,3.00176167
0.117399968,270.000001,0,0.000236765991,3.06732154
0.117770312,270.000001,0,0.000242682218,3.12994432
0.118140656,270.000001,0,0.000249824749,3.18900013
0.118511008,270.000001,0,0.000258185668,3.24395275
0.118881352,270.000001,0,0.000267558324,3.2944355
0.119251704,270.000001,0,0.00027749865,3.34030318
0.119622048,270.000001,0,0.000287341769,3.38168311
0.119992392,270.000001,0,0.000296286162,3.41898966
0.120362744,270.000001,0,0.000303525245,3.45288777
0.120733088,270.000001,0,0.000308410032,3.48420548
0.121103432,270.000001,0,0.000310586795,3.51379132
0.121473784,270.000001,0,0.000310079282,3.54233575
0.121844128,270.000001,0,0.000307278591,3.57022619
0.122214472,270.000001,0,0.000302845729,3.59743047
0.122584824,270.000001,0,0.000297547376,3.62348866
0.122955168,270.000001,0,0.000292069541,3.64758968
0.12332552,270.000001,0,0.000286862458,3.66875005
0.123695864,270.000001,0,0.00028205011,3.68603849
0.124066208,270.000001,0,0.0002774288,3.69881439
0.12443656,270.000001,0,0.000272554491,3.70693564
0.124806904,270.000001,0,0.000266894465,3.71084905
0.125177248,270.000001,0,0.000259998342,3.71158028
0.1255476,270.000001,0,0.000251654594,3.71055818
0.125917944,270.000001,0,0.000241970862,3.70934463
0.126288288,270.000001,0,0.000231376529,3.70931482
0.12665864,270.000001,0,0.000220530288,3.71136951
0.127028984,270.000001,0,0.000210176469,3.71572948
0.127399336,270.000001,0,0.000200976414,3.72189927
0.12776968,270.000001,0,0.00019336972,3.72875357
0.128140024,270.000001,0,0.000187490179,3.73479128
0.128510376,270.000001,0,0.000183160097,3.73845983
0.12888072,270.000001,0,0.000179958413,3.73850203
0.129251064,270.000001,0,0.000177347625,3.7342608
0.129621416,270.000001,0,0.000174818153,3.72585011
0.12999176,270.000001,0,0.00017202858,3.71419024
0.130362104,270.000001,0,0.00016889206,3.70084286
0.130732456,270.000001,0,0.000165596852,3.68770599
0.1311028,270.000001,0,0.000162550044,3.67663622
0.131473152,270.000001,0,0.000160269716,3.66905189
0.131843496,270.000001,0,0.000159242991,3.66563344
0.13221384,270.000001,0,0.00015979934,3.66615677
0.132584192,270.000001,0,0.00016201887,3.66953135
0.132954536,270.000001,0,0.000165710037,3.67398691
0.13332488,270.000001,0,0.000170448868,3.67743587
0.133695232,270.000001,0,0.000175677284,3.67788649
0.134065576,270.000001,0,0.000180835705,3.67387557
0.13443592,270.000001,0,0.00018549712,3.66480494
0.134806272,270.000001,0,0.000189469225,3.65111804
0.135176624,270.000001,0,0.000192834268,3.63426352
0.13554696,270.000001,0,0.000195921864,3.61643791
0.135917312,270.000001,0,0.000199217015,3.60015821
0.136287664,270.000001,0,0.000203221964,3.58772874
0.136658,270.000001,0,0.000208317811,3.58073664
0.137028352,270.000001,0,0.000214652551,3.57962656
0.137398704,270.000001,0,0.00022209392,3.58351183
0.13776904,270.000001,0,0.00023024391,3.59019041
0.138139392,270.000001,0,0.000238536886,3.59643126
0.138509744,270.000001,0,0.000246375334,3.59847236
0.13888008,270.000001,0,0.000253286678,3.59266567
0.139250432,270.000001,0,0.000259056716,3.57615423
0.139620784,270.000001,0,0.000263801048,3.54747248
0.13999112,270.000001,0,0.000267953816,3.50694919
0.140361472,270.000001,0,0.000272172678,3.45681238
0.140731824,270.000001,0,0.000277173967,3.40096688
0.14110216,270.000001,0,0.000283543661,3.34449005
0.141472512,270.000001,0,0.00029156878,3.2929039
0.141842864,270.000001,0,0.000301134045,3.251405
0.142213216,270.000001,0,0.000311714801,3.22412992
0.142583552,270.000001,0,0.000322466833,3.21362591
0.142953904,270.000001,0,0.000332395051,3.22058034
0.143324256,270.000001,0,0.000340561965,3.24381399
0.143694592,270.000001,0,0.000346299552,3.28055668
0.144064944,270.000001,0,0.000349358859,3.32689929
0.144435296,270.000001,0,0.000349979411,3.37840295
0.144805632,270.000001,0,0.000348848029,3.43070388
0.145175984,270.000001,0,0.000346956396,3.48006606
0.145546336,270.000001,0,0.000345387933,3.52379441
0.145916672,270.000001,0,0.000345075823,3.56041837
0.146287024,270.000001,0,0.000346598361,3.58968472
0.146657376,270.000001,0,0.000350051763,3.61233592
0.147027712,270.000001,0,0.000355040043,3.62976027
0.147398064,270.000001,0,0.000360786333,3.64359736
0.147768416,270.000001,0,0.000366332592,3.65536118
0.148138752,270.000001,0,0.000370787398,3.66619039
0.148509104,270.000001,0,0.000373546878,3.67673039
0.148879456,270.000001,0,0.000374454015,3.68715787
0.149249792,270.000001,0,0.000373837742,3.697335
0.149620144,270.000001,0,0.000372433802,3.7070055
0.149990496,270.000001,0,0.000371204747,3.71600485
0.150360832,270.000001,0,0.000371097849,3.72439337
0.150731184,270.000001,0,0.000372812385,3.73251534
0.151101536,270.000001,0,0.000376619835,3.74093509
0.151471888,270.000001,0,0.00038228801,3.75030136
0.151842224,270.000001,0,0.000389137189,3.76115298
0.152212576,270.000001,0,0.000396204152,3.77374148
0.152582928,270.000001,0,0.000402484526,3.7879312
0.152953264,270.000001,0,0.000407186511,3.80316019
0.153323616,270.000001,0,0.000409936998,3.81855106
0.153693968,270.000001,0,0.000410885463,3.83309102
0.154064304,270.000001,0,0.000410678476,3.84587836
0.154434656,270.000001,0,0.00041030455,3.85635734
0.154805008,270.000001,0,0.000410856679,3.86449265
0.155175344,270.000001,0,0.000413257047,3.87082553
0.155545696,270.000001,0,0.000418023468,3.87641025
0.155916048,270.000001,0,0.000425134,3.88260269
0.156286384,270.000001,0,0.000434014364,3.89078069
0.156656736,270.000001,0,0.000443677098,3.90203166
0.157027088,270.000001,0,0.000452952634,3.91687799
0.157397424,270.000001,0,0.000460781419,3.93512368
0.157767776,270.000001,0,0.000466481346,3.95584559
0.158138128,270.000001,0,0.00046992267,3.97754884
0.158508464,270.000001,0,0.000471579348,3.9984796
0.158878816,270.000001,0,0.000472414569,4.01698256
0.159249168,270.000001,0,0.000473653607,4.03190422
0.15961952,270.000001,0,0.000476479443,4.04286098
0.159989856,270.000001,0,0.000481726776,4.05037832
0.160360208,270.000001,0,0.00048966764,4.05582666
0.16073056,270.000001,0,0.000499922608,4.06116247
0.161100896,270.000001,0,0.000511541672,4.06853247
0.161471248,270.000001,0,0.000523218652,4.07980299
0.1618416,270.000001,0,0.000533612212,4.09614086
0.162211936,270.000001,0,0.000541672693,4.11772299
0.162582288,270.000001,0,0.000546908763,4.14364004
0.16295264,270.000001,0,0.000549526361,4.17205334
0.163322976,270.000001,0,0.000550384866,4.20053577
0.163693328,270.000001,0,0.00055080466,4.22659826
0.16406368,270.000001,0,0.000552239595,4.2482295
0.164434016,270.000001,0,0.000555910869,4.26436138
0.164804368,270.000001,0,0.000562494271,4.27516413
0.16517472,270.000001,0,0.000571930432,4.28206253
0.165545056,270.000001,0,0.000583421788,4.28748035
0.165915408,270.000001,0,0.000595608901,4.29435682
0.16628576,270.000001,0,0.00060689915,4.30552292
0.166656096,270.000001,0,0.000615855795,4.32308674
0.167026448,270.000001,0,0.000621558051,4.34793615
0.1673968,270.000001,0,0.000623844913,4.37949324
0.167767136,270.000001,0,0.000623374246,4.41577244
0.168137488,270.000001,0,0.000621480169,4.45373058
0.16850784,270.000001,0,0.000619855069,4.4899044
0.168878192,270.000001,0,0.000620133011,4.52110767
0.169248528,270.000001,0,0.000623476226,4.54516745
0.16961888,270.000001,0,0.000630261726,4.56142759
0.169989232,270.000001,0,0.000639966922,4.57095814
0.170359568,270.000001,0,0.000651275564,4.57639742
0.17072992,270.000001,0,0.000662389095,4.5814538
0.171100272,270.000001,0,0.000671474263,4.59015894
0.171470608,270.000001,0,0.000677126693,4.60604334
0.17184096,270.000001,0,0.000678743701,4.63140059
0.172211312,270.000001,0,0.000676713069,4.66679716
0.172581648,270.000001,0,0.000672359951,4.71093655
0.172952,270.000001,0,0.000667663349,4.76093149
0.173322352,270.000001,0,0.000664801686,4.81292152
0.173692688,270.000001,0,0.000665629865,4.86291504
0.17406304,270.000001,0,0.000671218091,4.90770578
0.174433392,270.000001,0,0.000681569276,4.94563293
0.174803728,270.000001,0,0.000695596915,4.97704363
0.17517408,270.000001,0,0.000711362169,5.00430155
0.175544432,270.000001,0,0.000726544997,5.03137064
0.175914768,270.000001,0,0.000739010691,5.06300735
0.17628512,270.000001,0,0.000747338927,5.10376596
0.176655472,270.000001,0,0.000751195534,5.1569891
0.177025824,270.000001,0,0.000751420681,5.22401714
0.17739616,270.000001,0,0.000749833765,5.30377865
0.177766512,270.000001,0,0.000748769555,5.39283657
0.178136864,270.000001,0,0.000750457402,5.48591089
0.1785072,270.000001,0,0.00075639016,5.57674837
0.178877552,270.000001,0,0.000766835641,5.65920925
0.179247904,270.000001,0,0.000780612521,5.72828388
0.17961824,270.000001,0,0.000795215776,5.78090429
0.179988592,270.000001,0,0.000807269709,5.81631184
0.180358944,270.000001,0,0.000813223713,5.83595467
0.18072928,270.000001,0,0.000810139114,5.84291077
0.181099632,270.000001,0,0.000796381268,5.84098291
0.181469984,270.000001,0,0.000772053609,5.83367872
0.18184032,270.000001,0,0.000739055977,5.8233099
0.182210672,270.000001,0,0.000700741832,5.81042767
0.182581024,270.000001,0,0.000661260216,5.79373741
0.18295136,270.000001,0,0.000624703534,5.77053404
0.183321712,270.000001,0,0.000594287179,5.73751545
0.183692064,270.000001,0,0.000571733108,5.69187689
0.1840624,270.000001,0,0.000557005231,5.63234997
0.184432752,270.000001,0,0.000548451731,5.55997849
0.184803104,270.000001,0,0.000543325034,5.47845316
0.185173456,270.000001,0,0.000538551481,5.39382744
0.185543792,270.000001,0,0.000531575235,5.31369925
0.185914144,270.000001,0,0.000521066017,5.24590302
0.186284496,270.000001,0,0.000507311022,5.19701433
0.186654832,270.000001,0,0.000492195191,5.17097378
0.187025184,270.000001,0,0.000478732516,5.16813183
0.187395536,270.000001,0,0.000470289582,5.18498707
0.187765872,270.000001,0,0.000469672232,5.21473026
0.188136224,270.000001,0,0.000478321861,5.24846125
0.188506576,270.000001,0,0.00049583154,5.27691364
0.188876912,270.000001,0,0.000519905763,5.29230881
0.189247264,270.000001,0,0.00054679485,5.28995323
0.189617616,270.000001,0,0.000572112272,5.26933432
0.189987952,270.000001,0,0.000591880002,5.23441792
0.190358304,270.000001,0,0.000603550929,5.1930418
0.190728656,270.000001,0,0.000606783084,5.15547609
0.191098992,270.000001,0,0.000603714609,5.1323061
0.191469344,270.000001,0,0.000598630984,5.13207531
